,Transcript_Num,pred_1,pred_2,pred_3
721,721,confident up,confident up,confident up
722,722,confident down,confident down,confident down
723,723,confident up,confident up,unconfident down
724,724,confident up,unconfident up,unconfident up
725,725,unconfident down,confident up,unconfident down
726,726,confident up,confident up,unconfident down
727,727,confident up,unconfident up,confident up
728,728,unconfident up,confident up,confident up
729,729,unconfident up,unconfident up,unconfident up
730,730,unconfident down,unconfident down,unconfident down
731,731,confident up,unconfident down,unconfident down
732,732,unconfident up,unconfident down,unconfident up
733,733,confident up,confident up,confident up
734,734,unconfident up,confident up,confident up
735,735,confident up,confident up,confident up
736,736,confident down,unconfident down,unconfident down
737,737,confident up,confident up,confident up
738,738,confident up,unconfident up,confident up
739,739,unconfident down,confident down,unconfident down
740,740,confident up,confident up,unconfident up
741,741,unconfident down,unconfident down,unconfident up
742,742,unconfident up,confident up,unconfident up
743,743,unconfident down,unconfident up,unconfident down
744,744,unconfident up,confident up,unconfident up
745,745,confident up,unconfident up,confident up
746,746,unconfident up,unconfident down,unconfident down
747,747,confident down,unconfident down,unconfident up
748,748,unconfident down,confident up,unconfident down
749,749,confident down,unconfident up,unconfident down
750,750,unconfident down,unconfident up,unconfident up
751,751,confident down,unconfident down,confident up
752,752,unconfident up,unconfident up,unconfident down
753,753,confident up,confident up,confident up
754,754,unconfident down.,confident up,confident up
755,755,unconfident down,unconfident up,unconfident up
756,756,confident up,unconfident down,unconfident up
757,757,confident up,unconfident down,unconfident down
758,758,confident up,unconfident down,unconfident down
759,759,unconfident up,confident up,confident up
760,760,unconfident up,unconfident up,confident up
761,761,unconfident down,confident up,unconfident up
762,762,confident up,unconfident up,unconfident up
763,763,confident up,unconfident up,unconfident up
764,764,confident up,confident up,unconfident down
765,765,unconfident down,unconfident up,confident up
766,766,confident up,unconfident up,unconfident down
767,767,confident up,confident up,unconfident up
768,768,unconfident down,confident up,unconfident down
769,769,confident up,unconfident down,confident up
770,770,confident up,confident up,confident up
771,771,unconfident down,unconfident up,unconfident up
772,772,confident up,unconfident down,confident up
773,773,confident up,unconfident down,unconfident up
774,774,confident up,confident up,confident up
775,775,unconfident down,unconfident up,confident up
776,776,confident up,confident up,unconfident up
777,777,confident up,unconfident up,unconfident down
778,778,confident up,unconfident down,unconfident up
779,779,confident up,confident up,unconfident up
780,780,unconfident up,unconfident up,unconfident up
781,781,confident up,confident up,unconfident down
782,782,confident up,confident up,unconfident up
783,783,unconfident down,unconfident up,unconfident down
784,784,confident down,unconfident up,unconfident up
785,785,unconfident up,confident up,confident up
786,786,unconfident up,unconfident up,confident up
787,787,unconfident down,unconfident down,unconfident up
788,788,unconfident down,unconfident up,unconfident up
789,789,unconfident up,unconfident up,confident up
790,790,unconfident up,unconfident up,confident up
791,791,confident down,"unconfident up 

",confident down
792,792,unconfident up,confident up,confident up
793,793,confident up,confident up,unconfident up
794,794,unconfident down,confident up,confident up
795,795,unconfident up,confident up,confident up
796,796,unconfident up,confident up,confident up
797,797,confident down,unconfident up,confident down
798,798,unconfident up,unconfident down,confident up
799,799,confident up,confident down,confident up
800,800,unconfident down,unconfident down,confident down
801,801,unconfident up,unconfident down,unconfident down
802,802,unconfident up,confident up,confident up
803,803,confident up,confident up,unconfident up
804,804,confident up,confident up,confident down
805,805,unconfident down,unconfident down,unconfident down
806,806,confident up,unconfident up,confident up
807,807,unconfident up,unconfident up,unconfident up
808,808,confident down,confident down,confident down
809,809,confident up,confident up,confident up
810,810,confident up,unconfident up,unconfident up
811,811,unconfident down,confident up,unconfident up
812,812,unconfident up,unconfident up,unconfident down
813,813,unconfident down,unconfident down,unconfident down
814,814,confident up,confident up,confident up
815,815,unconfident up,unconfident down,unconfident down
816,816,unconfident down,confident down,confident up
817,817,unconfident up,unconfident down,unconfident down
818,818,unconfident up,confident up,unconfident down
819,819,unconfident down,unconfident down,unconfident down
820,820,unconfident up,unconfident up,unconfident up
821,821,unconfident down,unconfident down,confident up
822,822,confident down,unconfident down,unconfident up
823,823,unconfident down,confident down,unconfident down
824,824,confident up,confident up,unconfident down
825,825,confident up,unconfident down,unconfident down
826,826,confident up,confident up,unconfident down
827,827,unconfident up,unconfident up,unconfident up
828,828,unconfident down,unconfident up,unconfident up
829,829,confident up,confident up,confident up
830,830,unconfident down,confident up,unconfident up
831,831,confident up,unconfident up,confident up
832,832,unconfident down,confident down,confident down
833,833,unconfident up,confident down,unconfident down
834,834,confident up,confident down,confident up
835,835,unconfident up,unconfident down,unconfident down
836,836,unconfident up,unconfident up,unconfident up
837,837,unconfident up,confident up,unconfident up
838,838,confident down,unconfident up,confident up
839,839,confident up,unconfident up,unconfident down
840,840,unconfident down,confident up,unconfident down
841,841,unconfident up,confident up,unconfident down
842,842,unconfident up,confident up,unconfident up
843,843,confident down,unconfident up,confident up
844,844,confident up,confident up,confident up
845,845,unconfident up,unconfident up,confident down
846,846,unconfident up,confident up,unconfident up
847,847,unconfident up,confident up,unconfident up
848,848,unconfident down,confident down,unconfident up
849,849,confident up,unconfident down,unconfident up
850,850,unconfident up,confident up,unconfident up
851,851,confident down,unconfident down,unconfident down
852,852,confident up,unconfident down,unconfident down
853,853,unconfident up,confident up,confident up
854,854,unconfident up,confident up,unconfident up
855,855,confident up,unconfident up,unconfident up
856,856,unconfident down,confident up,unconfident up
857,857,unconfident up,unconfident up,unconfident up
858,858,confident up,confident up,confident up
859,859,unconfident up,confident up,unconfident up
860,860,unconfident up,confident up,confident up
861,861,unconfident up,unconfident up,unconfident up
